Source_1,Target_1,Weight,Source,Target
82,416,11,GuideOne Insurance                 ,Fremont Insurance Company          
190,36,4,PMA Group                          ,Employers Mutual Casualty          
2190,382,47,AmTrust Group                      ,Hudson Insurance Company           
1010,326,16,State Automobile Mutual Ins.       ,Praetorian Insurance Company       
313,1185,9,Patrons Mutual Insurance Co of CT  ,General Casualty WI (and/or Regent)
2190,169,131,AmTrust Group                      ,Capitol Indemnity Corporation      
1326,63,25,Contractors Bonding and Ins Company,Westfield Companies                
1129,116,9,OneBeacon                          ,Pekin Insurance Company            
1129,402,47,OneBeacon                          ,Utica First Insurance Company      
96,344,61,Nationwide Insurance Co            ,Farm Bureau Mutual Ins Co of Mich  
4,368,38,FFIC - Fireman`s Fund Insurance Co ,Jewelers Mutual Insurance Co       
174,1218,90,E&S / Specialty                    ,Colony Insurance Company           
344,1372,31,Farm Bureau Mutual Ins Co of Mich  ,Guard Insurance Group              
1157,120,69,Tower Insurance Company of NY      ,Frankenmuth Mutual Insurance Co.   
66,384,1,Central Mutual Insurance Co.       ,Grinnell Mutual Reinsurance Co     
384,1152,1,Grinnell Mutual Reinsurance Co     ,National Farmers Union Insurance Co
1185,384,75,General Casualty WI (and/or Regent),Grinnell Mutual Reinsurance Co     
1301,13,5,Atlantic Casualty Insurance Company,Erie Insurance Group               
169,1073,109,Capitol Indemnity Corporation      ,Grange Mutual Casualty Company     
90,169,77,Allstate Insurance Company         ,Capitol Indemnity Corporation      
396,406,66,"The Hanover Insurance Group, Inc.  ",Mitsui Sumitomo Ins Co of America  
1133,2651,11,Aspen Specialty Insurance Company  ,Endurance American Specialty Ins Co
1434,134,137,SPARTA Insurance                   ,Federated Insurance Group          
77,331,114,State Farm Fire & Casualty Co.     ,Preferred Mutual Insurance Company 
306,63,49,Farmland-Nationwide Agribusiness   ,Westfield Companies                
145,2181,48,Lexington Risk Specialists         ,American Coastal Insurance Company 
140,4,39,"Secura, A Mutual Co.               ",FFIC - Fireman`s Fund Insurance Co 
1157,318,41,Tower Insurance Company of NY      ,Safety Insurance Company           
1326,1010,40,Contractors Bonding and Ins Company,State Automobile Mutual Ins.       
1128,1372,21,Mapfre Insurance Company of Florida,Guard Insurance Group              
96,114,182,Nationwide Insurance Co            ,Merchants Insurance Group          
1185,145,60,General Casualty WI (and/or Regent),Lexington Risk Specialists         
396,2179,3,"The Hanover Insurance Group, Inc.  ",BITCO Insurance Company            
360,2110,32,Magna Carta Companies              ,Munich Re - Surplus                
2459,341,8,QBE Insurance Corporation          ,American Home Assurance Co.        
1036,53,50,Everest National Insurance Company ,Harleysville Insurance Company     
2242,104,17,Western World Insurance Group      ,Vermont Mutual Insurance Co        
396,306,73,"The Hanover Insurance Group, Inc.  ",Farmland-Nationwide Agribusiness   
381,1010,68,Arbella Protection Ins Co          ,State Automobile Mutual Ins.       
77,181,3,State Farm Fire & Casualty Co.     ,HDI Global Insurance Company       
63,326,4,Westfield Companies                ,Praetorian Insurance Company       
1469,169,26,"Munich Reinsurance America, Inc    ",Capitol Indemnity Corporation      
2190,111,35,AmTrust Group                      ,Donegal Mutual Insurance Company   
1374,1345,34,American European Insurance Company,Kingstone Insurance Company EBHO   
1157,368,14,Tower Insurance Company of NY      ,Jewelers Mutual Insurance Co       
4,120,15,FFIC - Fireman`s Fund Insurance Co ,Frankenmuth Mutual Insurance Co.   
145,1302,17,Lexington Risk Specialists         ,General Star National Insurance Co 
82,341,86,GuideOne Insurance                 ,American Home Assurance Co.        
178,383,35,Andover Insurance Company          ,Badger Mutual Insurance Co         
1073,4,19,Grange Mutual Casualty Company     ,FFIC - Fireman`s Fund Insurance Co 
2108,1372,120,Mercury Insurance Company          ,Guard Insurance Group              
13,141,7,Erie Insurance Group               ,New Hampshire Insurance Company    
1051,2119,3,FCCI Insurance Company             ,Lloyd`s Brit                       
111,140,12,Donegal Mutual Insurance Company   ,"Secura, A Mutual Co.               "
36,368,17,Employers Mutual Casualty          ,Jewelers Mutual Insurance Co       
1423,4,14,"XL Insurance America, Inc.         ",FFIC - Fireman`s Fund Insurance Co 
53,2294,15,Harleysville Insurance Company     ,Conifer Insurance Company          
1051,13,19,FCCI Insurance Company             ,Erie Insurance Group               
1345,1218,2,Kingstone Insurance Company EBHO   ,Colony Insurance Company           
1423,36,33,"XL Insurance America, Inc.         ",Employers Mutual Casualty          
77,1301,15,State Farm Fire & Casualty Co.     ,Atlantic Casualty Insurance Company
150,1372,39,Motorists Insurance Companies      ,Guard Insurance Group              
77,1026,81,State Farm Fire & Casualty Co.     ,American National P&C Ins Group    
82,1216,17,GuideOne Insurance                 ,Loudoun Mutual Insurance Company   
1361,306,1,American Safety Insurance Company  ,Farmland-Nationwide Agribusiness   
2110,116,6,Munich Re - Surplus                ,Pekin Insurance Company            
310,1129,11,Sequoia Insurance Company          ,OneBeacon                          
350,383,2,Unigard Insurance Company          ,Badger Mutual Insurance Co         
1051,63,42,FCCI Insurance Company             ,Westfield Companies                
363,66,26,MMG Insurance Company              ,Central Mutual Insurance Co.       
1129,427,5,OneBeacon                          ,Oregon Mutual Insurance Co         
120,174,15,Frankenmuth Mutual Insurance Co.   ,E&S / Specialty                    
1219,169,71,IAT Group                          ,Capitol Indemnity Corporation      
1301,2119,18,Atlantic Casualty Insurance Company,Lloyd`s Brit                       
26,104,21,Great American Insurance Company   ,Vermont Mutual Insurance Co        
2339,77,26,Markel Insurance Company           ,State Farm Fire & Casualty Co.     
134,339,2,Federated Insurance Group          ,RLI Insurance Company              
396,1326,13,"The Hanover Insurance Group, Inc.  ",Contractors Bonding and Ins Company
462,54,11,IMT Insurance Company              ,Selective Insurance Group          
27,1100,40,Allied Insurance                   ,Austin Mutual Insurance Group      
1129,66,17,OneBeacon                          ,Central Mutual Insurance Co.       
360,1129,12,Magna Carta Companies              ,OneBeacon                          
2114,77,13,Munich SID Alt Market Risks - AAIC ,State Farm Fire & Casualty Co.     
1279,116,2,White Pine (formerly Mid Continent),Pekin Insurance Company            
313,66,2,Patrons Mutual Insurance Co of CT  ,Central Mutual Insurance Co.       
1129,1110,2,OneBeacon                          ,Alaska National Insurance Company  
145,350,9,Lexington Risk Specialists         ,Unigard Insurance Company          
2459,82,11,QBE Insurance Corporation          ,GuideOne Insurance                 
36,1374,22,Employers Mutual Casualty          ,American European Insurance Company
77,1051,33,State Farm Fire & Casualty Co.     ,FCCI Insurance Company             
141,77,20,New Hampshire Insurance Company    ,State Farm Fire & Casualty Co.     
487,1133,54,Mapfre USA                         ,Aspen Specialty Insurance Company  
169,324,26,Capitol Indemnity Corporation      ,Western Heritage Insurance Company 
324,4,15,Western Heritage Insurance Company ,FFIC - Fireman`s Fund Insurance Co 
1302,27,28,General Star National Insurance Co ,Allied Insurance                   
2190,282,7,AmTrust Group                      ,Farm Family Insurance Companies    
2110,1185,15,Munich Re - Surplus                ,General Casualty WI (and/or Regent)
96,200,1,Nationwide Insurance Co            ,Penn-America Insurance Co          
324,1157,27,Western Heritage Insurance Company ,Tower Insurance Company of NY      
1117,1179,46,Trident Insurance Services         ,Republic Underwriters Insurance Co 
331,2119,9,Preferred Mutual Insurance Company ,Lloyd`s Brit                       
118,1129,32,West Bend Mutual Insurance Company ,OneBeacon                          
1128,3971,13,Mapfre Insurance Company of Florida,Tower Hill Prime Insurance Group   
53,1071,2,Harleysville Insurance Company     ,Praetorian Insurance Company - NY  
2318,2651,1,Starr Indemnity and Liability Co   ,Endurance American Specialty Ins Co
1026,63,4,American National P&C Ins Group    ,Westfield Companies                
396,1301,13,"The Hanover Insurance Group, Inc.  ",Atlantic Casualty Insurance Company
3873,36,6,Vanliner Insurance Company         ,Employers Mutual Casualty          
2110,427,8,Munich Re - Surplus                ,Oregon Mutual Insurance Co         
90,382,21,Allstate Insurance Company         ,Hudson Insurance Company           
318,26,9,Safety Insurance Company           ,Great American Insurance Company   
1219,111,6,IAT Group                          ,Donegal Mutual Insurance Company   
1098,1157,4,Stonington Insurance Company       ,Tower Insurance Company of NY      
399,4,38,Western National Insurance Group   ,FFIC - Fireman`s Fund Insurance Co 
1100,54,13,Austin Mutual Insurance Group      ,Selective Insurance Group          
2190,144,3,AmTrust Group                      ,Peninsula Insurance Company        
256,2119,13,Great American Custom Insurance    ,Lloyd`s Brit                       
3615,169,1,Zurich Direct                      ,Capitol Indemnity Corporation      
1469,111,8,"Munich Reinsurance America, Inc    ",Donegal Mutual Insurance Company   
1219,382,14,IAT Group                          ,Hudson Insurance Company           
350,1184,9,Unigard Insurance Company          ,Argonaut Group                     
396,1026,10,"The Hanover Insurance Group, Inc.  ",American National P&C Ins Group    
1072,252,4,AXIS Insurance Company             ,Mountain States Mutual Casualty Co 
169,1098,2,Capitol Indemnity Corporation      ,Stonington Insurance Company       
1073,1157,7,Grange Mutual Casualty Company     ,Tower Insurance Company of NY      
1184,312,17,Argonaut Group                     ,Acuity                             
2318,51,15,Starr Indemnity and Liability Co   ,Penn National Insurance Company    
368,1345,1,Jewelers Mutual Insurance Co       ,Kingstone Insurance Company EBHO   
226,1026,1,Ohio Mutual Insurance Group        ,American National P&C Ins Group    
1227,27,12,Western Reserve Mutual Casualty    ,Allied Insurance                   
331,1010,13,Preferred Mutual Insurance Company ,State Automobile Mutual Ins.       
1098,4,8,Stonington Insurance Company       ,FFIC - Fireman`s Fund Insurance Co 
181,2119,1,HDI Global Insurance Company       ,Lloyd`s Brit                       
419,1372,6,Imperium Insurance Company         ,Guard Insurance Group              
402,145,21,Utica First Insurance Company      ,Lexington Risk Specialists         
339,51,7,RLI Insurance Company              ,Penn National Insurance Company    
427,145,7,Oregon Mutual Insurance Co         ,Lexington Risk Specialists         
140,370,2,"Secura, A Mutual Co.               ",Rockford Mutual Insurance Company  
77,406,12,State Farm Fire & Casualty Co.     ,Mitsui Sumitomo Ins Co of America  
1374,174,16,American European Insurance Company,E&S / Specialty                    
1374,26,4,American European Insurance Company,Great American Insurance Company   
36,318,13,Employers Mutual Casualty          ,Safety Insurance Company           
2242,1218,13,Western World Insurance Group      ,Colony Insurance Company           
1372,1219,26,Guard Insurance Group              ,IAT Group                          
406,1010,13,Mitsui Sumitomo Ins Co of America  ,State Automobile Mutual Ins.       
1361,53,3,American Safety Insurance Company  ,Harleysville Insurance Company     
4,1374,9,FFIC - Fireman`s Fund Insurance Co ,American European Insurance Company
53,2344,18,Harleysville Insurance Company     ,Houston Casualty Company           
384,178,3,Grinnell Mutual Reinsurance Co     ,Andover Insurance Company          
53,2119,49,Harleysville Insurance Company     ,Lloyd`s Brit                       
252,169,9,Mountain States Mutual Casualty Co ,Capitol Indemnity Corporation      
331,2344,9,Preferred Mutual Insurance Company ,Houston Casualty Company           
368,317,1,Jewelers Mutual Insurance Co       ,Regis Insurance Company            
1110,145,2,Alaska National Insurance Company  ,Lexington Risk Specialists         
1073,370,6,Grange Mutual Casualty Company     ,Rockford Mutual Insurance Company  
77,2179,3,State Farm Fire & Casualty Co.     ,BITCO Insurance Company            
336,2339,2,SAFER - N. Calif Regional Liability,Markel Insurance Company           
341,416,12,American Home Assurance Co.        ,Fremont Insurance Company          
77,381,1,State Farm Fire & Casualty Co.     ,Arbella Protection Ins Co          
1026,1010,7,American National P&C Ins Group    ,State Automobile Mutual Ins.       
3499,53,3,Hamilton Specialty Insurance Co.   ,Harleysville Insurance Company     
111,299,4,Donegal Mutual Insurance Company   ,Mercer Insurance Group             
1372,1469,2,Guard Insurance Group              ,"Munich Reinsurance America, Inc    "
418,1395,1,Concord General Mutual Insurance Co,Catlin Specialty Insurance Company 
1395,104,3,Catlin Specialty Insurance Company ,Vermont Mutual Insurance Co        
2049,1301,1,Farmers Fire Insurance Company     ,Atlantic Casualty Insurance Company
313,402,7,Patrons Mutual Insurance Co of CT  ,Utica First Insurance Company      
381,2119,16,Arbella Protection Ins Co          ,Lloyd`s Brit                       
299,1157,15,Mercer Insurance Group             ,Tower Insurance Company of NY      
1042,313,5,Union Mutual Insurance Co.         ,Patrons Mutual Insurance Co of CT  
370,120,2,Rockford Mutual Insurance Company  ,Frankenmuth Mutual Insurance Co.   
1072,90,2,AXIS Insurance Company             ,Allstate Insurance Company         
299,4,5,Mercer Insurance Group             ,FFIC - Fireman`s Fund Insurance Co 
2695,337,1,Berkshire Hathaway Specialty Ins Co,SAFER - S. Calif Regional Liability
360,197,1,Magna Carta Companies              ,Church Insurance Company           
418,174,5,Concord General Mutual Insurance Co,E&S / Specialty                    
1434,312,16,SPARTA Insurance                   ,Acuity                             
1374,1395,2,American European Insurance Company,Catlin Specialty Insurance Company 
344,1072,3,Farm Bureau Mutual Ins Co of Mich  ,AXIS Insurance Company             
368,26,8,Jewelers Mutual Insurance Co       ,Great American Insurance Company   
27,2402,4,Allied Insurance                   ,American Resources Insurance Co Inc
2190,2262,1,AmTrust Group                      ,Springfield Insurance Company      
382,1073,3,Hudson Insurance Company           ,Grange Mutual Casualty Company     
2110,66,9,Munich Re - Surplus                ,Central Mutual Insurance Co.       
145,1227,2,Lexington Risk Specialists         ,Western Reserve Mutual Casualty    
1301,63,1,Atlantic Casualty Insurance Company,Westfield Companies                
418,2242,7,Concord General Mutual Insurance Co,Western World Insurance Group      
406,63,1,Mitsui Sumitomo Ins Co of America  ,Westfield Companies                
326,3499,4,Praetorian Insurance Company       ,Hamilton Specialty Insurance Co.   
1301,1010,5,Atlantic Casualty Insurance Company,State Automobile Mutual Ins.       
312,210,1,Acuity                             ,Mutual Benefit Insurance Company   
226,1301,1,Ohio Mutual Insurance Group        ,Atlantic Casualty Insurance Company
1279,1185,2,White Pine (formerly Mid Continent),General Casualty WI (and/or Regent)
1301,2294,7,Atlantic Casualty Insurance Company,Conifer Insurance Company          
145,178,1,Lexington Risk Specialists         ,Andover Insurance Company          
2460,1185,1,QBE Specialty Insurance Company    ,General Casualty WI (and/or Regent)
116,145,4,Pekin Insurance Company            ,Lexington Risk Specialists         
111,324,4,Donegal Mutual Insurance Company   ,Western Heritage Insurance Company 
312,339,10,Acuity                             ,RLI Insurance Company              
1042,197,3,Union Mutual Insurance Co.         ,Church Insurance Company           
1051,146,2,FCCI Insurance Company             ,Commonwealth Insurance Company     
2079,1010,3,MAG Mutual Insurance Company       ,State Automobile Mutual Ins.       
1072,2190,3,AXIS Insurance Company             ,AmTrust Group                      
2179,63,2,BITCO Insurance Company            ,Westfield Companies                
118,197,6,West Bend Mutual Insurance Company ,Church Insurance Company           
350,3170,2,Unigard Insurance Company          ,Samsung Fire & Marine Insurance Co 
306,13,7,Farmland-Nationwide Agribusiness   ,Erie Insurance Group               
36,293,7,Employers Mutual Casualty          ,ALFA Alliance Insurance Corporation
256,2294,2,Great American Custom Insurance    ,Conifer Insurance Company          
2058,1372,20,"Canopius US Insurance, Inc (Omega) ",Guard Insurance Group              
350,1434,2,Unigard Insurance Company          ,SPARTA Insurance                   
63,2339,3,Westfield Companies                ,Markel Insurance Company           
256,1010,4,Great American Custom Insurance    ,State Automobile Mutual Ins.       
310,363,2,Sequoia Insurance Company          ,MMG Insurance Company              
96,2108,10,Nationwide Insurance Co            ,Mercury Insurance Company          
226,381,1,Ohio Mutual Insurance Group        ,Arbella Protection Ins Co          
2049,53,4,Farmers Fire Insurance Company     ,Harleysville Insurance Company     
317,1218,3,Regis Insurance Company            ,Colony Insurance Company           
1098,36,2,Stonington Insurance Company       ,Employers Mutual Casualty          
1026,13,9,American National P&C Ins Group    ,Erie Insurance Group               
384,1227,7,Grinnell Mutual Reinsurance Co     ,Western Reserve Mutual Casualty    
1042,1129,6,Union Mutual Insurance Co.         ,OneBeacon                          
118,2110,11,West Bend Mutual Insurance Company ,Munich Re - Surplus                
96,1153,1,Nationwide Insurance Co            ,Housing and Redevelopment (HARIE)  
90,282,5,Allstate Insurance Company         ,Farm Family Insurance Companies    
178,27,1,Andover Insurance Company          ,Allied Insurance                   
368,2242,1,Jewelers Mutual Insurance Co       ,Western World Insurance Group      
2110,402,1,Munich Re - Surplus                ,Utica First Insurance Company      
384,1302,3,Grinnell Mutual Reinsurance Co     ,General Star National Insurance Co 
2443,51,1,United Methodist Insurance Company ,Penn National Insurance Company    
111,399,3,Donegal Mutual Insurance Company   ,Western National Insurance Group   
1366,82,3,Alterra                            ,GuideOne Insurance                 
82,1366,2,GuideOne Insurance                 ,Alterra                            
4,418,2,FFIC - Fireman`s Fund Insurance Co ,Concord General Mutual Insurance Co
2106,27,5,Maxum Indemnity Company            ,Allied Insurance                   
96,2058,6,Nationwide Insurance Co            ,"Canopius US Insurance, Inc (Omega) "
318,2242,2,Safety Insurance Company           ,Western World Insurance Group      
1010,141,2,State Automobile Mutual Ins.       ,New Hampshire Insurance Company    
150,1072,6,Motorists Insurance Companies      ,AXIS Insurance Company             
368,174,5,Jewelers Mutual Insurance Co       ,E&S / Specialty                    
174,104,8,E&S / Specialty                    ,Vermont Mutual Insurance Co        
1423,1157,1,"XL Insurance America, Inc.         ",Tower Insurance Company of NY      
226,256,1,Ohio Mutual Insurance Group        ,Great American Custom Insurance    
1072,3615,3,AXIS Insurance Company             ,Zurich Direct                      
396,256,2,"The Hanover Insurance Group, Inc.  ",Great American Custom Insurance    
4,318,4,FFIC - Fireman`s Fund Insurance Co ,Safety Insurance Company           
134,210,5,Federated Insurance Group          ,Mutual Benefit Insurance Company   
26,1218,7,Great American Insurance Company   ,Colony Insurance Company           
1154,1185,5,Michigan Insurance Company         ,General Casualty WI (and/or Regent)
2108,1072,2,Mercury Insurance Company          ,AXIS Insurance Company             
418,26,1,Concord General Mutual Insurance Co,Great American Insurance Company   
326,1036,7,Praetorian Insurance Company       ,Everest National Insurance Company 
1278,1372,1,Standard Mutual Insurance Company  ,Guard Insurance Group              
1117,363,1,Trident Insurance Services         ,MMG Insurance Company              
1333,51,2,The Dentists Insurance Company     ,Penn National Insurance Company    
2079,13,3,MAG Mutual Insurance Company       ,Erie Insurance Group               
1216,82,7,Loudoun Mutual Insurance Company   ,GuideOne Insurance                 
381,2344,3,Arbella Protection Ins Co          ,Houston Casualty Company           
1100,4018,1,Austin Mutual Insurance Group      ,Atain Specialty Insurance Company  
312,4018,1,Acuity                             ,Atain Specialty Insurance Company  
114,1072,3,Merchants Insurance Group          ,AXIS Insurance Company             
207,1100,1,First Nonprofit Insurance Co.      ,Austin Mutual Insurance Group      
310,338,1,Sequoia Insurance Company          ,SAFER-Statewide Assoc Comm Colleges
306,1010,4,Farmland-Nationwide Agribusiness   ,State Automobile Mutual Ins.       
399,370,1,Western National Insurance Group   ,Rockford Mutual Insurance Company  
1227,1434,1,Western Reserve Mutual Casualty    ,SPARTA Insurance                   
1154,66,3,Michigan Insurance Company         ,Central Mutual Insurance Co.       
240,36,5,Catholic Mutual Group              ,Employers Mutual Casualty          
1301,2344,1,Atlantic Casualty Insurance Company,Houston Casualty Company           
1361,1301,1,American Safety Insurance Company  ,Atlantic Casualty Insurance Company
254,145,1,Princeton Insurance Company        ,Lexington Risk Specialists         
120,1395,3,Frankenmuth Mutual Insurance Co.   ,Catlin Specialty Insurance Company 
1302,1184,1,General Star National Insurance Co ,Argonaut Group                     
2455,96,4,Inter Hannover                     ,Nationwide Insurance Co            
1218,1042,4,Colony Insurance Company           ,Union Mutual Insurance Co.         
226,1051,1,Ohio Mutual Insurance Group        ,FCCI Insurance Company             
104,1117,1,Vermont Mutual Insurance Co        ,Trident Insurance Services         
1185,2653,1,General Casualty WI (and/or Regent),Lloyd`s QBE Syndicate 1886         
2262,324,1,Springfield Insurance Company      ,Western Heritage Insurance Company 
312,2443,1,Acuity                             ,United Methodist Insurance Company 
1218,118,2,Colony Insurance Company           ,West Bend Mutual Insurance Company 
1434,462,1,SPARTA Insurance                   ,IMT Insurance Company              
2079,63,5,MAG Mutual Insurance Company       ,Westfield Companies                
27,337,1,Allied Insurance                   ,SAFER - S. Calif Regional Liability
293,174,1,ALFA Alliance Insurance Corporation,E&S / Specialty                    
36,418,3,Employers Mutual Casualty          ,Concord General Mutual Insurance Co
1302,383,1,General Star National Insurance Co ,Badger Mutual Insurance Co         
1184,462,5,Argonaut Group                     ,IMT Insurance Company              
2230,96,1,ProSight Specialty Insurance       ,Nationwide Insurance Co            
2210,1185,1,State Fire and Tornado Fund (ND)   ,General Casualty WI (and/or Regent)
1152,27,1,National Farmers Union Insurance Co,Allied Insurance                   
341,1216,1,American Home Assurance Co.        ,Loudoun Mutual Insurance Company   
341,1366,1,American Home Assurance Co.        ,Alterra                            
2402,54,1,American Resources Insurance Co Inc,Selective Insurance Group          
54,2651,1,Selective Insurance Group          ,Endurance American Specialty Ins Co
77,256,1,State Farm Fire & Casualty Co.     ,Great American Custom Insurance    
1218,3886,1,Colony Insurance Company           ,"Velocity Risk Underwriters, LLC    "
368,1395,1,Jewelers Mutual Insurance Co       ,Catlin Specialty Insurance Company 
383,134,3,Badger Mutual Insurance Co         ,Federated Insurance Group          
384,2106,1,Grinnell Mutual Reinsurance Co     ,Maxum Indemnity Company            
1218,360,2,Colony Insurance Company           ,Magna Carta Companies              
2106,383,2,Maxum Indemnity Company            ,Badger Mutual Insurance Co         
337,2443,1,SAFER - S. Calif Regional Liability,United Methodist Insurance Company 
2653,2106,1,Lloyd`s QBE Syndicate 1886         ,Maxum Indemnity Company            
197,1185,2,Church Insurance Company           ,General Casualty WI (and/or Regent)
82,2084,1,GuideOne Insurance                 ,United Schools Ins Program - USIP  
2084,82,1,United Schools Ins Program - USIP  ,GuideOne Insurance                 
318,174,4,Safety Insurance Company           ,E&S / Specialty                    
141,1361,1,New Hampshire Insurance Company    ,American Safety Insurance Company  
2363,1117,1,Eastern Mutual Insurance Company   ,Trident Insurance Services         
1361,256,1,American Safety Insurance Company  ,Great American Custom Insurance    
256,13,1,Great American Custom Insurance    ,Erie Insurance Group               
178,207,1,Andover Insurance Company          ,First Nonprofit Insurance Co.      
360,313,1,Magna Carta Companies              ,Patrons Mutual Insurance Co of CT  
1010,2339,1,State Automobile Mutual Ins.       ,Markel Insurance Company           
363,1185,1,MMG Insurance Company              ,General Casualty WI (and/or Regent)
487,4018,1,Mapfre USA                         ,Atain Specialty Insurance Company  
382,399,1,Hudson Insurance Company           ,Western National Insurance Group   
27,1325,1,Allied Insurance                   ,Co-Operative Insurance Companies   
1184,1100,1,Argonaut Group                     ,Austin Mutual Insurance Group      
383,462,2,Badger Mutual Insurance Co         ,IMT Insurance Company              
169,240,1,Capitol Indemnity Corporation      ,Catholic Mutual Group              
1184,487,1,Argonaut Group                     ,Mapfre USA                         
145,2106,1,Lexington Risk Specialists         ,Maxum Indemnity Company            
174,2363,1,E&S / Specialty                    ,Eastern Mutual Insurance Company   
2695,312,1,Berkshire Hathaway Specialty Ins Co,Acuity                             
326,226,1,Praetorian Insurance Company       ,Ohio Mutual Insurance Group        
141,226,1,New Hampshire Insurance Company    ,Ohio Mutual Insurance Group        
416,82,1,Fremont Insurance Company          ,GuideOne Insurance                 
82,2309,1,GuideOne Insurance                 ,Affordable Housing Risk Pool       
1042,2110,1,Union Mutual Insurance Co.         ,Munich Re - Surplus                
27,118,767,Allied Insurance                   ,West Bend Mutual Insurance Company 
96,26,104,Nationwide Insurance Co            ,Great American Insurance Company   
118,13,704,West Bend Mutual Insurance Company ,Erie Insurance Group               
341,1133,1663,American Home Assurance Co.        ,Aspen Specialty Insurance Company  
1010,1073,659,State Automobile Mutual Ins.       ,Grange Mutual Casualty Company     
120,51,107,Frankenmuth Mutual Insurance Co.   ,Penn National Insurance Company    
145,3615,467,Lexington Risk Specialists         ,Zurich Direct                      
312,134,301,Acuity                             ,Federated Insurance Group          
96,174,107,Nationwide Insurance Co            ,E&S / Specialty                    
118,2344,7,West Bend Mutual Insurance Company ,Houston Casualty Company           
1073,120,215,Grange Mutual Casualty Company     ,Frankenmuth Mutual Insurance Co.   
13,1073,543,Erie Insurance Group               ,Grange Mutual Casualty Company     
66,111,55,Central Mutual Insurance Co.       ,Donegal Mutual Insurance Company   
118,63,252,West Bend Mutual Insurance Company ,Westfield Companies                
2106,1301,29,Maxum Indemnity Company            ,Atlantic Casualty Insurance Company
2190,1372,1342,AmTrust Group                      ,Guard Insurance Group              
174,1185,32,E&S / Specialty                    ,General Casualty WI (and/or Regent)
169,96,96,Capitol Indemnity Corporation      ,Nationwide Insurance Co            
341,54,83,American Home Assurance Co.        ,Selective Insurance Group          
1133,4085,77,Aspen Specialty Insurance Company  ,Lloyd`s DTW 1991 Syndicate         
1010,399,77,State Automobile Mutual Ins.       ,Western National Insurance Group   
63,1073,451,Westfield Companies                ,Grange Mutual Casualty Company     
1372,77,392,Guard Insurance Group              ,State Farm Fire & Casualty Co.     
1185,111,345,General Casualty WI (and/or Regent),Donegal Mutual Insurance Company   
90,1372,316,Allstate Insurance Company         ,Guard Insurance Group              
4,341,162,FFIC - Fireman`s Fund Insurance Co ,American Home Assurance Co.        
145,90,27,Lexington Risk Specialists         ,Allstate Insurance Company         
1042,2119,38,Union Mutual Insurance Co.         ,Lloyd`s Brit                       
36,416,109,Employers Mutual Casualty          ,Fremont Insurance Company          
396,104,370,"The Hanover Insurance Group, Inc.  ",Vermont Mutual Insurance Co        
82,54,542,GuideOne Insurance                 ,Selective Insurance Group          
326,2108,12,Praetorian Insurance Company       ,Mercury Insurance Company          
1133,1129,25,Aspen Specialty Insurance Company  ,OneBeacon                          
111,96,339,Donegal Mutual Insurance Company   ,Nationwide Insurance Co            
54,1154,90,Selective Insurance Group          ,Michigan Insurance Company         
1010,140,234,State Automobile Mutual Ins.       ,"Secura, A Mutual Co.               "
77,1218,83,State Farm Fire & Casualty Co.     ,Colony Insurance Company           
145,1469,148,Lexington Risk Specialists         ,"Munich Reinsurance America, Inc    "
140,120,131,"Secura, A Mutual Co.               ",Frankenmuth Mutual Insurance Co.   
1372,396,190,Guard Insurance Group              ,"The Hanover Insurance Group, Inc.  "
1219,1372,262,IAT Group                          ,Guard Insurance Group              
13,140,119,Erie Insurance Group               ,"Secura, A Mutual Co.               "
118,2119,26,West Bend Mutual Insurance Company ,Lloyd`s Brit                       
145,2190,85,Lexington Risk Specialists         ,AmTrust Group                      
1185,169,199,General Casualty WI (and/or Regent),Capitol Indemnity Corporation      
36,82,549,Employers Mutual Casualty          ,GuideOne Insurance                 
1117,13,13,Trident Insurance Services         ,Erie Insurance Group               
118,1010,296,West Bend Mutual Insurance Company ,State Automobile Mutual Ins.       
82,2443,208,GuideOne Insurance                 ,United Methodist Insurance Company 
26,402,34,Great American Insurance Company   ,Utica First Insurance Company      
310,63,2,Sequoia Insurance Company          ,Westfield Companies                
63,140,107,Westfield Companies                ,"Secura, A Mutual Co.               "
360,2119,11,Magna Carta Companies              ,Lloyd`s Brit                       
383,118,70,Badger Mutual Insurance Co         ,West Bend Mutual Insurance Company 
26,66,41,Great American Insurance Company   ,Central Mutual Insurance Co.       
134,312,229,Federated Insurance Group          ,Acuity                             
1129,350,9,OneBeacon                          ,Unigard Insurance Company          
1042,13,46,Union Mutual Insurance Co.         ,Erie Insurance Group               
178,53,278,Andover Insurance Company          ,Harleysville Insurance Company     
1042,1010,34,Union Mutual Insurance Co.         ,State Automobile Mutual Ins.       
1072,77,23,AXIS Insurance Company             ,State Farm Fire & Casualty Co.     
331,145,13,Preferred Mutual Insurance Company ,Lexington Risk Specialists         
96,1395,21,Nationwide Insurance Co            ,Catlin Specialty Insurance Company 
1179,2106,7,Republic Underwriters Insurance Co ,Maxum Indemnity Company            
63,324,8,Westfield Companies                ,Western Heritage Insurance Company 
118,2294,67,West Bend Mutual Insurance Company ,Conifer Insurance Company          
77,104,91,State Farm Fire & Casualty Co.     ,Vermont Mutual Insurance Co        
350,306,51,Unigard Insurance Company          ,Farmland-Nationwide Agribusiness   
396,1218,32,"The Hanover Insurance Group, Inc.  ",Colony Insurance Company           
